date,cases_rolling,deaths_rolling,tests_rolling,positive_rate_rolling
2020-03-13,42.714285714285715,0.0,,
2020-03-14,53.714285714285715,0.0,,
2020-03-15,68.42857142857143,0.0,,
2020-03-16,86.28571428571429,0.0,,
2020-03-17,111.28571428571429,0.0,,
2020-03-18,133.14285714285714,0.0,,
2020-03-19,148.28571428571428,0.14285714285714285,111.0,0.348843240795905
2020-03-20,165.42857142857142,0.2857142857142857,145.28571428571428,0.24655047183646936
2020-03-21,175.42857142857142,0.5714285714285714,177.71428571428572,0.2553509540546731
2020-03-22,184.0,1.0,196.42857142857142,0.23710277887219133
2020-03-23,201.85714285714286,1.2857142857142858,223.0,0.2732853678498114
2020-03-24,203.28571428571428,2.2857142857142856,216.71428571428572,0.304420252040153
2020-03-25,203.28571428571428,3.2857142857142856,223.14285714285714,0.3345491710776475
2020-03-26,210.57142857142858,4.857142857142857,277.85714285714283,0.35017127996461944
2020-03-27,215.57142857142858,6.142857142857143,321.57142857142856,0.3665936351847888
2020-03-28,222.71428571428572,7.714285714285714,347.57142857142856,0.3963884478864624
2020-03-29,219.42857142857142,9.571428571428571,373.85714285714283,0.4121889150137594
2020-03-30,222.42857142857142,11.571428571428571,447.2857142857143,0.40295302704664065
2020-03-31,227.42857142857142,13.857142857142858,493.2857142857143,0.41861659058853284
2020-04-01,243.14285714285714,16.571428571428573,595.2857142857143,0.42735649010649795
2020-04-02,241.85714285714286,17.714285714285715,647.1428571428571,0.4422491848265756
2020-04-03,239.57142857142858,18.857142857142858,681.2857142857143,0.44980197710101216
2020-04-04,232.85714285714286,20.428571428571427,808.1428571428571,0.4452650492157835
2020-04-05,232.71428571428572,21.0,874.7142857142857,0.440542671956029
2020-04-06,220.0,21.857142857142858,902.7142857142857,0.4536333599469298
2020-04-07,210.57142857142858,24.285714285714285,935.2857142857143,0.44593620317795324
2020-04-08,191.57142857142858,23.714285714285715,872.2857142857143,0.43278456804758786
2020-04-09,184.71428571428572,23.857142857142858,838.2857142857143,0.4188186755358844
2020-04-10,176.0,25.285714285714285,830.7142857142857,0.4053967440366712
2020-04-11,165.14285714285714,25.857142857142858,723.2857142857143,0.39785060351424917
2020-04-12,154.85714285714286,27.285714285714285,683.8571428571429,0.38167710482024236
2020-04-13,148.57142857142858,26.857142857142858,629.0,0.36974401570014365
2020-04-14,138.57142857142858,24.714285714285715,624.5714285714286,0.3493522893460839
2020-04-15,129.57142857142858,24.714285714285715,659.4285714285714,0.34909933861145487
2020-04-16,122.57142857142857,26.0,679.4285714285714,0.3357383234958474
2020-04-17,111.57142857142857,26.142857142857142,664.0,0.3128731829078282
2020-04-18,109.85714285714286,24.142857142857142,673.2857142857143,0.29511671676426526
2020-04-19,104.71428571428571,24.428571428571427,643.4285714285714,0.27352179556980544
2020-04-20,97.85714285714286,24.285714285714285,657.5714285714286,0.2600454987884762
2020-04-21,97.42857142857143,24.285714285714285,655.1428571428571,0.24895811463040665
2020-04-22,95.71428571428571,25.142857142857142,673.7142857142857,0.22128362283629996
2020-04-23,92.71428571428571,23.0,707.8571428571429,0.21063017178976676
2020-04-24,92.0,21.714285714285715,726.8571428571429,0.20155065481551296
2020-04-25,87.57142857142857,22.0,726.4285714285714,0.18367241239081786
2020-04-26,87.85714285714286,19.428571428571427,770.5714285714286,0.1733151495324982
2020-04-27,81.71428571428571,19.285714285714285,802.4285714285714,0.15565575843873006
2020-04-28,75.71428571428571,18.428571428571427,827.0,0.1463472634357906
2020-04-29,72.28571428571429,15.857142857142858,866.0,0.13763159528230168
2020-04-30,69.85714285714286,16.428571428571427,934.7142857142857,0.12639089530863576
2020-05-01,67.57142857142857,15.571428571428571,1039.857142857143,0.1210644106477858
2020-05-02,64.28571428571429,15.714285714285714,1096.2857142857142,0.11446131393476025
2020-05-03,60.285714285714285,14.714285714285714,1109.2857142857142,0.10911402135342511
2020-05-04,58.857142857142854,14.571428571428571,1114.2857142857142,0.10265217385077337
2020-05-05,56.857142857142854,13.0,1135.857142857143,0.09348544305546833
2020-05-06,57.285714285714285,12.571428571428571,1151.2857142857142,0.08459130446323626
2020-05-07,54.42857142857143,13.0,1101.7142857142858,0.08123200216262226
2020-05-08,52.142857142857146,12.571428571428571,1056.857142857143,0.07898816508002734
2020-05-09,53.42857142857143,10.714285714285714,1036.5714285714287,0.07435249590162953
2020-05-10,52.142857142857146,10.714285714285714,1050.4285714285713,0.06946721754951764
2020-05-11,51.42857142857143,9.714285714285714,1095.857142857143,0.06659391702758254
2020-05-12,49.57142857142857,9.857142857142858,1123.7142857142858,0.0659462835151832
2020-05-13,43.42857142857143,10.142857142857142,1277.142857142857,0.06312832775862552
